id,name
944,Beat Nick
945,Beat Pfäffli
13055,Beat Pleisch
948,Beat Rössler
946,Beat Roth
947,Beat Rudolf
13056,Beat Schär
951,Beat Schär
10784,Beat Schenk
949,Beat Schmid
923,Beat Schwegler
950,Beat Schweizer
12262,Beat Seiler
13057,Beat Stucki
952,Beat Thöny
953,Beat Thürlimann
954,Beat Unternährer
911,Beat Urs Althaus
955,Beat Villiger
956,Beat Von Albertini
957,Beat Walder
10785,Beat Zürcher
958,Beat Zürcher
10786,Beata Banach-Bukowska
959,Beata Falkenberg
960,Beate Elke Sprecher
962,Beate Gleissner
13058,Beate Kolb
10787,Beate Rudolph
15006,Beate Sylvia Buchmann
961,Beate Theresia Maria Gleissner
10836,Béatrice Aebersold
963,Beatrice Amann-Vesti
296,Beatrice Amann-Vesti
964,Beatrice Beck Schimmer
13102,Béatrice Brun
13059,Beatrice Claudia Lüthi
968,Béatrice De Moustier
967,Beatrice De Moustier
10788,Beatrice Drexler
969,Beatrice Elisabeth Vollenweider
15007,Beatrice Faguer De Moustier
10789,Beatrice Galliker
965,Beatrice Galliker-von Dach
970,Beatrice Kuhlmann Siegenthaler
13103,Béatrice Leemann
1255,Béatrice Maerki
971,Beatrice Malo
972,Beatrice Mosimann
850,Beatrice Neuffer-Bajetta
10790,Beatrice Plaschy Moradi
10791,Beatrice Ribeiro-Frei
13060,Beatrice Schai Stoller
973,Beatrice Schäppi Mischler
13061,Beatrice Schneider
974,Beatrice Simona
10792,Beatrice Simonetti Zermatten
975,Beatrice Truffer-Richard
976,Beatrice Veragut Davies
977,Beatrice Wirtner
978,Beatrice Würmli Gloor
979,Beatrice Zimmerli
753,Béatrice Zimmerli Schwab
8717,BeBo Gesundheitstraining
8718,BEBO Verlag & Training GmbH
980,Becart Sophie
13062,Beck Thilo
981,Beckey Trinh
982,Beda Mühleisen
983,Beda Wyrsch
1257,Bédat-Giddey Sylvie
13063,Beeler Christian
13064,Begona Martinez de Tejada
10793,Begonia Cortés Sánchez
986,Behrouz Mansouri Taleghani
10794,Bejtulah Salahi
987,Bekou Vassiliki
1258,Béla Andreas Pall
988,Belinda Nazan Walpoth
989,Belkheir Amrari
8719,Bellevue Apotheke
14409,Bellevue Medical Center
12793,Bellevue Medical Group AG
990,Bemard Egger
991,Benedetta Terziroli Beretta-Piccoli
992,Benedict Martina
15041,Bénédicte de Kalbermatten
1259,Bénédicte Weiss
10795,Benedikt Baltisberger
10796,Benedikt Brazerol
993,Benedikt Buse
994,Benedikt Frei
15008,Benedikt Kislinger
15009,Benedikt Meyer
15010,Benedikt Reutersberg
995,Benedikt Schmid-Giovanoli
10797,Benedikt Schwermer
996,Benedikt Wiggli
997,Benegiamo Giorgia
10798,Benita Wolf
998,Benjamin Dominique Berte
10799,Benjamin Guyon
15011,Benjamin Halpern
13065,Benjamin Hampel
10800,Benjamin Heinz
999,Benjamin Kasenda
13066,Benjamin Lavigne
13067,Benjamin Misselwitz
1000,Benjamin Misselwitz
14277,Benjamin Pedrazzini
15012,Benjamin Pedrazzini
1001,Benjamin Preiswerk
10801,Benjamin Wiesler
15013,Benno Durrer
1003,Benno Rehberg-Klug
1004,Benno Röthlisberger
10802,Benno Stastny
1005,Benno Weissenberger
1007,Benny Osdowski
1006,Benny Osdowski
13070,Benoît Dufour
13071,Benoît Favre
15014,Benoît Gilbert
8436,Benoit Guery
1008,Benoit Lechartier
1009,Benoît Meusy
13068,Benoit Morel
13069,Benoit Wicki
8721,beodocs
15814,beodocs Ärzte-Netzwerk Berner Oberland
8723,beodocs Ärzte-Netzwerk Berner Oberland
8724,Beratungssektion der SDG
1010,Berchtold Elmiger
1011,Berchtold von Fischer
13104,Bérengère Aubry-Rozier
1012,Berenice Deletang
15815,Berg-Apotheke Jost AG
13072,Berger-Zumbühl Mariette
769,Berj Armenian
15015,Bernadette Roos
10803,Bernadette Stucky-Perren
1015,Bernard Chappuis
1017,Bernard Chevaux
1016,Bernard Chevaux
15016,Bernard Décard
1018,Bernard Descoeudres
1020,Bernard Egger
1019,Bernard Egger
1021,Bernard Exquis
1022,Bernard Favrat
15017,Bernard Flückiger
1023,Bernard Hirschel
1024,Bernard Hirschel
1025,Bernard Krüger
1026,Bernard Le Denmat
1027,Bernard Mosimann
1028,Bernard Nater
1029,Bernard Paul Vaudaux
1030,Bernard Sallin
1031,Bernard Schiessl
1032,Bernard Surial
1033,Bernard Terrier
1035,Bernard Waeber
1034,Bernard Waeber
1038,Bernd Altenhofen
1037,Bernd Altenhofen
1039,Bernd Eigenberger
1040,Bernd Gerresheim
13073,Bernd Gummelt
1041,Bernd Halbroth
10804,Bernd Ibach
10805,Bernd Klaeser
10806,Bernd Krämer
1042,Bernd Lackner
1043,Bernd Nürnberg
1044,Bernd Schultes
8725,Berner Augenklinik am Lindenhofspital
8726,Berner Diabetes Gesellschaft
8727,Berner Fachhochschule
8728,Berner IBD Study Group
14792,Berner Klinik Montana
8730,Berner Reha Zentrum AG
12418,Berner Rheumazentrum AG
1045,Bernhard Abbühl
1048,Bernhard Blum
1047,Bernhard Blum
10807,Bernhard Brehm
13074,Bernhard Christian Graf-Bossart
1050,Bernhard Dankeimann
1051,Bernhard Decard
10808,Bernhard Eisenreich
15018,Bernhard Friedli
1052,Bernhard Frühauf
10809,Bernhard Gerber
1053,Bernhard Gerber
1054,Bernhard Greder
1056,Bernhard Herzog
13075,Bernhard Hess
1057,Bernhard Hess
1058,Bernhard Hochreutener
15019,Bernhard Hollinger
1059,Bernhard Hugentobler
1060,Bernhard Jakob Schaller
1061,Bernhard Kohler
1062,Bernhard Liebisch
1063,Bernhard Lorenz Gerber
1064,Bernhard Marti
1065,Bernhard Meier
1066,Bernhard Müller
10810,Bernhard Niggli
1067,Bernhard Pestalozzi
1046,Bernhard Robert Beck
1068,Bernhard Samirae
13076,Bernhard Sauter
1069,Bernhard Sauter
1070,Bernhard Sorg
1071,Bernhard Spoendlin
1072,Bernhard Stolz
15020,Bernhard Wälti
1073,Bernhard Winkler
1074,Bernward Niemann
1076,Bertha von Ledebur
1077,Berthold Flamming
1078,Berthold von Arx
1079,Bertin Rosenfelder
1080,Bertisch-Möllenhoff Barbara
1081,Bertrand Auvergne
1082,Bertrand Carrel
1083,Bertrand Carrel
13077,Bertrand Curty
1085,Bertrand Deschenaux
15021,Bertrand Hirschi
1084,Bertrand Jacot Des Combes
1087,Bertrand Jop
1086,Bertrand Jop
1088,Bertrand Pilly
8731,Berufsverband der Haus- und Kinderärztinnen Schweiz
10811,Besnik Abazi
1089,Beth Padden
8732,Bethesda Spital AG
10812,Bettina Banned
14278,Bettina Bogatu
1091,Bettina Bonnet
13078,Bettina Borisch
1092,Bettina Engel
1093,Bettina Engel
15751,Bettina Engel
1094,Bettina Engel-Meirer
10813,Bettina Gabriele Weiss
1095,Bettina Gabriele Weiss
1096,Bettina Gasser
10814,Bettina Gievers Steinlein
1097,Bettina Heidecker
1098,Bettina Heine
10815,Bettina Kerbler
1099,Bettina Kerbler
1100,Bettina Koehler-Ballan
1101,Bettina Maria Seifert Weinbacher
13079,Bettina Marianne Kleiner
15022,Bettina Matt-Blessing
10816,Bettina Meier-Ruf
1102,Bettina Niklaus
15023,Bettina Peter
1103,Bettina Peter
1104,Bettina Portmann
10817,Bettina Rümmelein
15024,Bettina Rust Good
10818,Bettina Schembra
1105,Bettina Schmid
13080,Bettina Seifert
1106,Bettina Weiss
1107,Bettina Winzeler
10819,Bettina Wolf
1108,Betty Ming-Lee
8733,Beupdated-Helbling Consulting and Research AG
15816,BEXA GMBH
8734,"BGP Products GmbH, Mylan EPD"
13081,Bianca Gilly
1111,Bianca Link
15025,Bianca Lüscher
15026,Bianca Maria Kerschbaum
1112,Bianca Patrick Deila
1113,Bianca-Manuela Erhart
15027,Bianchi-Demicheli
1114,Bich Huynh
1115,Bidisha Chatterjee
13082,Bidisha Chatterjee
1117,Bielecki Wojtek
13083,Bieli Simone
15028,Bigna Bölsterli
10820,Bigna Infanger-Damur
1120,Bigna Straumann-Funk
1121,Bijan Alamouti
13084,Bijan Farpour
10821,Bijarte Rogdo
8735,Bildungsreihe Wie wollen wir alt werden?
1122,Bilel Elhaj
1123,Biljana Rodic
1125,Binaghi Lorenzo
1127,Binz Moser Priska
8736,Bio Zentrum
8737,BioAlps Association
14410,"BioAlps Association, Campus Biotech Innovation Park"
8738,Biomedical Research & Training c/o Universitätsspital Basel
8739,Biopath Lab SA
10822,Birgit Baumgarten
13085,Birgit Blöcker
10823,Birgit Cornelia Lack
1128,Birgit Donner
1129,Birgit Fankhauser
1130,Birgit Gerda Bucher
1131,Birgit Mettke
13086,Birgit Müller
1132,Birgit Oergel
1133,Birgit Schwacha-Eipper
10824,Birgit Schwenk
1134,Birgit Sojer
13087,Birgit Traichel
1135,Birgit Tylla
1136,Birgitt Wais
12263,Birsen Arici
1137,Birsen Arici
1138,Birsen Arici
1139,Bischof Antje
1143,Björn Becker
1144,Björn Becker
1142,Björn Becker
1145,Björn Hostmann
1146,Björn Stinn
14279,Björn Zörner
1147,Blaise Bourrit
1148,Blaise Ingold
12419,Blasenzentrum AG
13088,Blaser Jérémie
14412,Bläsi Apotheke
8740,Blueye Vision Tech GmbH
14411,Blutspende SRK Schweiz AG
8741,Blutspende SRK Schweiz AG
16053,Blutspendezentru m SRK beider Basel
8742,Blutspendezentrum Srk
8743,"BMR, Biomedical Research AG"
10825,Bobocel Rustea
1154,Bobocel Rustea
12264,Bodo Brockmann
1155,Bodo Grahlke
10826,Bodo Grahlke
1158,Bogdan Draganski
1159,Bogdan Ludinsky
1160,Bogdan Zlonoga
1161,Bogoljub Marijanovic
15029,Bogumila Kielbasa-Niziol
1164,Bojan Bicanski
1165,Bojan Gajic
13089,Bojun Li
8744,Bonadea AG
1166,Bonadei Corinne Isoz
1168,Borbala Keserü
15752,Borbala Pazár Maldonado
15030,Boris Bours
1169,Boris Christen
1170,Boris Cvitanovic
1172,Boris Federlein
1173,Boris Fischer
1174,Boris Gojanovic
1175,Boris Guignet
1176,Boris Hübenthal
1177,Boris Hübenthal
13090,Boris Jamnicki
1178,Boris Müller-Hübenthal
1171,Boris Schleiffenbaum
1180,Boudewijn van der Weg
1181,Boulvain Michel
1183,Bozo Varnica
1184,Brahim Lakki
1185,Branco Suter
13091,Brandt Oliver
10827,Branislav Risti
13092,Branka Knezevic
10828,Branko Grizelj
8745,Breast Cancer Study Group(Ibcsg)
14413,Breast Care Nurses Verband Schweiz
10829,Bregitte Kolb
8746,Breite-Apotheke
12420,Breitepraxis AG
1189,Brenno Balestra
8747,Brennpunkt Urologie
15031,Brice Touilloux
13093,Brigitta Good-Hunger
1190,Brigitta Wössmer
10830,Brigitte Ambühl Braun
10831,Brigitte Bollinger
1192,Brigitte Brand
1191,Brigitte Brand
1193,Brigitte Crottaz
15032,Brigitte Engel
1194,Brigitte Gantschnig
13094,Brigitte Greutmann
13095,Brigitte Kalbacher
1195,Brigitte Leuba Manueddu
15033,Brigitte Mandlbauer
10832,Brigitte Maria Joos
13096,Brigitte Moser
13097,Brigitte Müller
10833,Brigitte Niederer Blatter
1196,Brigitte Rodinger
15034,Brigitte Schoen
10834,Brigitte Schurch
1197,Brigitte Stieger
13098,Brigitte Trudel
1198,Brigitte Uebelhart
1199,Brigitte Vion
1200,Brigitte Waldispühl
15035,Brigitte Winzeler
1201,Brigitte Zirbs Savigny
1202,Brindusa Diaconu
1203,Brindusa Lavinia Diaconu
1204,Britta Engelhardt
1205,Britta Hafner
1206,Britta Karin Magdalena Wollersen
1207,Britta Massmann
15036,Britta Maurer
1208,Britta Maurer
1210,Bruce Weder
8753,Brüggmoos Apotheke
1213,Brunello Mazzola
12421,Brunnenhofpraxis
1215,Bruno Anderes
8748,Bruno Bloch-Stiftung
13099,Bruno Cayatte
1212,Bruno Dieter Isenring
1217,Bruno Dillier
1218,Bruno Fellmann
1219,Bruno Frischkopf
1220,Bruno Fuchs
3008,Bruno Fuchs
15037,Bruno Imthurn
1221,Bruno Jürg Studer
1223,Bruno Kägi
15038,Bruno Kägi
1222,Bruno Knöpfli
1224,Bruno Ledergerber
1216,Bruno Markus Balsiger
1225,Bruno Michael Strebel
1226,Bruno Müller
1228,Bruno Naccini
1227,Bruno Naccini
1229,Bruno Parreira
1230,Bruno Rüegg
1231,Bruno Santos Lopes
1232,Bruno Schmied
1233,Bruno Schnetzler
1234,Bruno Senn
15039,Bruno Siegenthaler
10835,Bruno Snétivy
1235,Bruno Staubli
15040,Bruno Trossello
1236,Bruno Trossello
1237,Bruno Vettiger
1238,Bruno Vogt
1239,Bruno Zaugg
8749,Brust-Zentrum AG
14793,Brustzentrum Ostschweiz AG
8751,Brustzentrum Regio Basiliensis
8752,Brustzentrum Thurgau
1240,BTSA Ridinger
12422,Bucher Mike FMH Pneumologie Lungenpraxis Pilatus
1241,Buenyamin Yasmin
8758,"Bümpliz-Apotheke & Drogerie, Dr. Gurtner AG"
12423,Bündner Apothekerverband
8762,Bündner Ärzteverein
8759,Bündner Oberländer Ärzte-Verein
8760,Bündner Oberländer Ärzteverein
8761,Bündner Oberländer Ärzteverein
12424,Bündner Oberländer Ärzteverein
8754,Bündneroberländer Aerzteverein
8763,Bündnis Türkischer Ärzte und Gesundheizspersonals - ITHSAB
1242,Burdet Luc
8765,Bürgerspital Basel
14794,"Bürgerspital Solothurn, Fortbildungskommission Ärzte Region West"
1246,Burkhard Becher
1247,Burkhard Hornig
1248,Burkhard Jeske
1249,Burkhard Möller
8755,"Burkhardt Katharina, Infermiera responsabile Lega Polmonare Ticinese"
1250,Burns Maria Wegmann
13100,Busche Barbara
8756,BV Congress Creating GmbH
1260,C. Baeriswyl
1264,C. Seydoux
9676,c/o Schweizerische Gesellschaft für Kardiologie Arbeitsg
14414,caba GmbH
12425,CabChirVisc - Cabinet de chirurgie viscérale
8766,Cabinet   Francine Besse
8767,Cabinet  Aeschbach Thomas
12426,Cabinet  Castro Erika
8768,Cabinet Claeys Michel
14415,Cabinet de Cardiologie Sion SA
12427,"Cabinet de groupe Corcelles NE, Rue du Petit-Berne 14"
8769,"Cabinet de groupe Genève, Viollier Weintraub SA"
8771,"Cabinet de groupe Vésenaz, Route de Thonon 42"
14416,Cabinet Docteur Jaocelyne Melchior-Capiot
14417,Cabinet Dr Antonioli Daniel
12428,Cabinet Dr Cochet Stéphane / Dr Tran-Thang Nhu-Nam
12429,Cabinet Dr Faivre Ghislain
14418,Cabinet Dr Fleury Nicolas
12430,Cabinet Dr Gaudin Thomas
12431,Cabinet Dr Konfino Sally Orly
12432,Cabinet Dr Meylan Pascal
14419,Cabinet Dr Mondada David
14420,Cabinet Dr Noacco Gérald
12433,Cabinet Dr Praz Valentin
8773,Cabinet Féraud Pierre
8772,Cabinet Find
8774,Cabinet Gander Marc
8775,Cabinet Guttmann / Schürch
8776,Cabinet Haldy / Herkommer
8777,Cabinet Jop Bertrand
8778,Cabinet Keller Pierre
12434,Cabinet Laurencet
8780,Cabinet médical Ayer
8779,Cabinet Medical Degroupe
8781,Cabinet médical du Mont Blanc SA
14421,Cabinet Médical Du Verger
14422,Cabinet Médical du Verger SA
1268,"Cabinet médical Exquis, Starobinski"
14423,Cabinet médical POD 16-18
8782,Cabinet Noble
8783,Cabinet Park Chan-II
15817,Cabinet PD Docteur Lübbe Jann
8784,Cabinet Pneumologie et Médecine Interne
12435,Cabinet Pro Cutis Sàrl
8785,Cabinet Roffler Jakob
8786,Cabinet Tran Sao-Nam
8787,Cabinet Weber Roger
15042,Calogero Mazzara
10837,Camelia Voinea
13105,Camilla Jandus
15043,Camille Zambaz
8788,Cancerdrugs
1270,Candela Perez Mora
1271,Candy Heberlein
1273,Canisia Fumeaux
1274,Cankut Yüksel
8789,CANSEARCH - Fondation de recherche contre le cancer de l'enfant
14424,"CAP ""Centre d'Animation des Pharmaciens"""
8791,CAPPIJONCTION
8792,Cardiance Clinic AG
8793,Cardiocentro Lugano
8795,Cardiologie et Gestion du stress SA
8796,Cardiologie Pediatrique schweizerische Gesellschaft für Pädiatrische Kardiologie
8798,CARDIOMAXX Consulting GmbH
8799,Cardiomed -Jura Särl
8800,CardioVasc Schweiz AG
8801,Cardiovascular and Thoracic Anaesthesia
12436,Care and Cure AG
12437,Care Pizol_Qualitätszirkel
15818,Careum Hochschule Gesundheit
1277,Carina Luzzi Conti Bleisch
15044,Carina Miahi
1278,Carina Siegwart
1279,Carine Diehl-Rochart
15045,Carine Mekoguem
1280,Carine Rochat
1281,Carine Schwarz Blatt
1282,Carl Gennheimer
1283,Carla Andrea Wicki
1284,Carla Briker
1285,Carla Delgado
1286,Carla Hertel
1287,Carla Maissen
1262,Carla Milvio-Schalcher
1289,Carla Murer
1288,Carla Murer
10838,Carla Tanner
107,Carlo Albani
1290,Carlo Balmelli
1291,Carlo Calanchini
1292,Carlo Cereda
1293,Carlo Chizzolini
1295,Carlo Mainetti
1294,Carlo Mainetti
1296,Carlo Mandelli
1297,Carlo Schönholzer
1256,Carlo-Enrico Pusterla
1298,Carlos Beat Quinto
1299,Carlos Cardoso Vigueros
1300,Carlos Cardoso Vigueros
13106,Carlos Cardoso Vigueros
1301,Carlos De Mendonça Lima
10839,Carlos De Mendonca Lima
10840,Carlos Esteve
10841,Carlos Garcia
1302,Carlos Gonzales Hofmann
10842,Carlos Pérez Valdés
1303,Carmen Casaulta
1304,Carmen Forno
15046,Carmen Predoi
13107,Carmen Schneiders
1305,Carmen Schneiders
1306,Carmen Schwarz
1307,Carmen Steinacher-Risler
10843,Carmen-Marina Mihai
1308,Carmina-lucia Georgescu
10844,Carola Lübow
1309,Carola Ramazzina
1310,Carole Claude Eyholzer
1311,Carole Grandjean
14281,Carole Guillet
10845,Carole Honegger
1312,Carole Maeder-Milz
1314,Carolie Kretschmer
1315,Carolin Blume
12265,Carolin Brümmerhoff
1316,Carolin Brümmerhoff
10846,Carolin Dhakal
1317,Carolin Steinack
10847,Carolin Steinack
13108,Carolin Tillmann
10848,Carolina Brändle
1318,Carolina Maurer-Pajic
13109,Caroline Albach
1319,Caroline Anna Wehmeier
13110,Caroline Arber Barth
1320,Caroline Bacchiocchi-Suilen
15047,Caroline Barde
1321,Caroline Bastide
1322,Caroline Berberat
13111,Caroline Bovet Fritschi
1323,Caroline Brunner-Schmöller
10849,Caroline Burgan Colberg
10850,Caroline Buri
15048,Caroline Carera
1324,Caroline Chapuis-Taillard
1325,Caroline Charlotte Bastid
13112,Caroline Christen Bühler
1326,Caroline Christianne Eggemann
13113,Caroline Cicin
13114,Caroline Collet Gex Imhof
1327,Caroline Cossy
1328,Caroline Di Benedetto
1329,Caroline Dürr
1330,Caroline Eith
1331,Caroline Elisabeth Noé
10851,Caroline Eva Christoffel Courtin
14282,Caroline Eva Christoffel-Courtin
13115,Caroline Feune Heizmann
15753,Caroline Guillod
1332,Caroline Hausmann
10852,Caroline Imhof
1333,Caroline Krieger
1334,Caroline Lang
1335,Caroline Mir
1337,Caroline Moser
1336,Caroline Moser
1338,Caroline Ospelt
13116,Caroline Ospelt
1339,Caroline Otth
13117,Caroline Pot Kreis
10853,Caroline Purek-Pfau
1341,Caroline Roduit
1340,Caroline Roduit
1342,Caroline Schier-Wyss
1343,Caroline Stephan
10854,Caroline Suter
1344,Caroline Trutmann
1345,Caroline Wackernagel
1346,Caroline Zwicky
1347,Carsten Depmeier
1348,Carsten Meyer
13118,Carsten Meyer
1349,Carsten Peters
13119,Caruso Antonio
10855,Caryn Mathy
1931,Cäsar Bernhar Spisla
8802,Cassa dei Medici Agenzia Ticino
13120,Castillo Veronica
12438,Casuadermis
1350,Catalin Craciun
1351,Catalin Teodosiu
1352,Caterina Podella
10856,Caterina Schweier
10857,Catharina Balmelli
1353,Catherine Bogousslavsky
1354,Catherine Chappuis
1355,Catherine Chevalley
1356,Catherine Dozier
1357,Catherine Extermann
13121,Catherine Frehner
13122,Catherine Gebhard
1358,Catherine Goehring
1359,Catherine Hamman
10858,Catherine Hänni
1360,Catherine Koeppel
1361,Catherine Larnier
1362,Catherine Leromain
10859,Catherine Liberek-Dafflon
907,Catherine Mengis Bay
1363,Catherine Moser
1364,Catherine Ondrus
1365,Catherine Perren-Pinton
10860,Catherine Perrin
1366,Catherine Plancherel Lévy
1367,Catherine Renold-Moynier
1370,Catherine Schär
1368,Catherine Schill
1369,Catherine Schill El Mekabaty
7278,Catherine Seydoux
1371,Catherine Stoermann Chopard
1372,Catherine Thiel
1373,Catherine Thiel-Kummer
1375,Catherine Vuala
1374,Catherine Vuala
1376,Catherine Waeber Stephan
15049,Cathy Melong
1377,Catia Marzolini Krauser
1378,Catrin Laukner Zimmermann
1379,Catrina Uhlmann Nussbaum
8803,cc-camenisch consulting
15819,CCAC - Site d'Ouchy
8806,"CCAC, Pierre Bohanes"
1934,Cécile Choudja Ouabo
13212,Cécile Delémont
10947,Cécile Genton Bazak
10948,Cécile Leimgruber Schenk
13213,Cécile Monod
1935,Cécile Pancza Blanc
1933,Cécile Robinson
1936,Cécile Solèr
1937,Cécile Tawadros
1938,Cécile Tawadros
1939,Cécile Tissot Daguette Bischoff
1940,Cécilia Fiori Bucher
1941,Cédric Amstutz
10949,Cédric Blatrie
1942,Cédric Dessimoz
1943,Cédric Jäger
1945,Cédric Lehner
1944,Cédric Lehner
1946,Cédric Poyet
1947,Cédric Treuthardt
10950,Cédric Vallet
13214,Cédric Vuille
1382,Cedric Vuille
1948,Céic Vuille
1383,Celeste Palmarocchi
1384,Celia Juliane Kako
1932,Cèlia Targa
1385,Celina Haase
10951,Céline Klunge-de Luze
1949,Céline Labrosse
1950,Céline Mayoraz
1951,Céline Meyer-Battaglin
1952,Céline Michèle Girardin
13215,Céline Montavon Sartorius
1953,Céline Pasche
1954,Céline Py
1955,Céline Rytz
13123,Celine Schnegg
1956,Céline Schumann
1386,Celine Tarton
1387,Cem Gabay
1388,Cemaleddin Alicioglu
12439,CENAS – Centre du Sommeil
1389,Cengiz Türksever
8807,Center da sandà Engiadina Bassa (CSEB) Gesundheitszentrum Unterengadin
14425,Center da sandà Val Müstair
8808,Center da sandà Val Müstair
8809,Center For Molecular Cardiology
8810,Central Apotheke Thun
8811,Central-Apotheke
8812,Centrale d'appel Lausanne
14426,Centre Assal de Médecine et de Chirurgie du Pied
8813,Centre cantonal d'addictologie
12794,Centre Cardiovasculaire du Grand-Chêne CVCL SA
8814,Centre Compétence Rhumatologie SA
14427,Centre Compétence Rhumatologie SA
8815,Centre d'Imagerie de la Servette
14428,Centre d'oncologie des Eaux-Vives
8816,Centre de Chimiothérapie
8805,Centre de Chimiothérapie CCAC SA
8817,Centre de Dermatologie Rive
8818,Centre de dialyse Cecil
16055,Centre de Gastroentérologie
12440,Centre de Gastroentérologle Beaulieu SA./Centre Crohn et Colite
15820,Centre de Neurologie (CNNC)
8820,Centre de Psychiatrie (CPNVD)
14796,Centre du Sommeil de Florimont
12441,Centre facultaire du Diabète
14795,Centre Gastroentérologie Beaulieu
15050,Centre hospitalier universitaire vaudois - POOL
8822,Centre Hospitalier Universitaire Vaudois CHUV
8824,Centre Leenaards de la mémoire
8827,Centre Médical de Corcelles
8825,Centre Medical de Gland
12442,Centre Médical de la Côte
8826,Centre médical de la Côte SA
8828,Centre Médical de Renens Avenue du 14 Avril 12 Renens VD
8830,Centre médical de Vésenaz
8829,Centre Médical de Vidy
14429,Centre Médical du Bouveret Sàrl
8831,Centre Médical du Lignon
8832,Centre Médical Eaux-Vives
15821,Centre médical MIOS
8833,Centre médical VIGIMED
8770,Centre Médico-Chirurgical de la Broye SA
8834,Centre médico-chirurgical des Eaux-Vives
8835,Centre Neuchâtelois d'Ophtalmologie SA
16057,Centre Neuchâtelois de Psychatrie CNP
15822,Centre neuchâtelois de psychiatrie
14430,Centre neuchâtelois de psychiatrie
8836,Centre Neuchâtelois de Psychiatrie CNP
8837,"Centre Neuchâtelois de Psychiatrie, Site de Préfargier"
8838,Centre Ophtalmologique de Florissant
8839,Centre Ophtalmologique de Rive SA
8840,Centre ophtalmologique du Valais SA
14797,Centre Recherche Clinique Ophtalmologie Mémorial Adolphe de Rothschild
15823,Centre Sédunois de Gastro
8841,Centre Valaisan de Pneumologie
8842,Centro Endomed SA
12443,Centro ingrado
12444,Centro medicina di laboratorio Dr Risch
8843,Centro medico
12445,Centro Oncologico Mendrisìo
8844,Centro Pediatrico del Mendrisiotto
8845,Centro Sclerosi Multipla - Neurocntro Della Svizzera Italiana
15824,centromedico Lugano - PDS Medical SA
13124,Cezmi Akdis
15825,cf-physio.ch
8846,cf-physio.ch
8847,CFCH Patientenorgansation
10861,Chahinaz Benchaa-Magnin
1391,Chama Dibner
1392,Chambaz Isabelle Chatton
10862,Chanel Sinha
1393,Chantal Berna Renella
13125,Chantal Buhmann
1394,Chantal Catzeflis
15051,Chantal Courry
1395,Chantal Fulpius-Maître
15052,Chantal Pauli
13126,Charidimos Tsagkas
15053,Charis Ziori
1396,Charles Béguelin
15054,Charles Estim Essang
1397,Charles Meier
1398,Charles Racine
1399,Charles Selleger
1400,Charles-Alphonse Reynard
1401,Charles-Henry Rochat
1402,Charlotte Berlier
1403,Charlotte Engström
13127,Charlotte Margit Klaus-Koch
10863,Charlotte Martin
1404,Charlotte Petel-Leleu
1405,Charlotte Verolet
1406,Charly Bulliard
14431,"checkin AG, Praxis checkin Helvetiaplatz"
12446,Checkpoint Zürich
8848,Checkup Center Zürich AG
14432,CheckupZentrum Hirslanden
1407,Chen Haw-Tzer
10864,Cherine Rahhali
13128,Cheseaux Michel
15055,Chi Mariz Nguyen Huan
1408,Chiara Arrizza
1409,Chiara Cattuzzo
1412,Chiara Ferrario
1410,Chiara Ferrario
1411,Chiara Ferrario
15754,Chiara Kessler
15056,Chiara Maria Eandi
1413,Chiara Mondino
1414,Chiara Soloni
1415,Chiara Zecca
1416,Chicue Gloria Perez
1417,Chin B. Eap
12447,Chirurgie Bärenhof Dr. Studer
15826,chirurgieaarau ag
8849,Chirurgische Praxis Hohmad GmbH
10865,Chloé Alberto
1418,Chloé Hegoburu
13129,Choon Kang Walther
8850,Chorel SA
1419,Chris Heimgartner
13130,Christa Banholzer Voutsis
1421,Christa Bauer
1422,Christa Baumann
1423,Christa Flück
1424,Christa Krämer
10866,Christa Maniu
1425,Christa Maria Brenig
15057,Christa Maria Maniu
1426,Christa Meyenberger
1427,Christa Prins
1428,Christa Relly
1429,Christa Ritter
1430,Christa Schaaf
1431,Christel Madelaine-Bonjour
1432,Christel Tschanz
10867,Christelle Martin
13131,Christelle Theytaz
13132,Christen Karin
1433,Christian Albert Steinmann
1434,Christian Alfare
15058,Christian Andreas von Ballmoos
10868,Christian Ansprenger
12266,Christian Apothélos
1436,Christian Aubort
1437,Christian Baumann
1438,Christian Benden
15059,Christian Berger
1439,Christian Bieli
1440,Christian Bizer
1441,Christian Breymann
1442,Christian Britschgi
1443,Christian Brunner
1444,Christian Bucher
1445,Christian Buchwald
1446,Christian Bull
13133,Christian Burkhardt
10869,Christian Bürkle
1447,Christian Busch
1448,Christian Cajochen
1449,Christian Casanova
1450,Christian Chuard
1451,Christian Clarenbach
1452,Christian Crott
1457,Christian Däumer
1453,Christian De Geyter
1454,Christian De Pree
1455,Christian Dietlin
1456,Christian Dudli
1458,Christian Eichenberger
10870,Christian Erni-Treier
1459,Christian Eugen Müller
13134,Christian Fahe
15060,Christian Fankhauser
1460,Christian Felley
1461,Christian Fettey
15061,Christian Forster
1435,Christian Frei
1462,Christian Frey
1463,Christian Funk
1465,Christian Gartenmann
1466,Christian Garzoni
15062,Christian Garzoni
13135,Christian Gorbach
1468,Christian Gräber
1467,Christian Graf
1469,Christian Grünwald
1472,Christian Günter
1470,Christian Gygi
1471,Christian Gysin
1473,Christian Hasler-Strub
13136,Christian Haupt
